,House_door_model,architecture_acreage,within_acreage,Building_head,decorate_situation,heating_method,period_int,floor,Family_structure,building_types,building_age,building_structure,Ladder_household_proportion,Equipped_elevator,house_id,listing_time,house_age,Trading_ownership,usage_house,houseing_belog,house_site,bargain_time,bargain_price,unit_price,listing_price,bargain_day_num,adjust_price,take_look,attention,view_count
1002,3室1厅1厨1卫        ,57㎡          ,暂无数据         ,南   ,其他     ,        ,70年           ,低楼层(共9层)          ,平层              ,塔楼       ,1997 ,钢混结构  ,一梯四户           ,无           ,108200026304          ,2018-04-17         ,暂无数据       ,商品房          ,普通住宅          ,暂无数据           ,棠德花园 3室1厅 57平米,2018.07.07 成交,195,34211,195,81,0,0,71,178
1003,2室2厅1厨1卫        ,73㎡          ,暂无数据         ,北   ,精装     ,        ,70年           ,低楼层(共18层)          ,平层              ,塔楼       ,未知 ,钢混结构  ,一梯四户           ,暂无数据           ,108200018575          ,2018-05-20         ,暂无数据       ,商品房          ,普通住宅          ,非共有           ,亚运城媒体北村 2室2厅 73平米,2018.07.07 成交,207,28357,208,48,0,0,20,198
1004,2室2厅1厨1卫        ,69.54㎡          ,暂无数据         ,南 北   ,其他     ,        ,70年           ,高楼层(共8层)          ,暂无数据              ,塔楼       ,未知 ,钢混结构  ,一梯四户           ,无           ,GZ0004254332          ,2018-05-28         ,暂无数据       ,商品房          ,普通住宅          ,暂无数据           ,黄船生活区 2室2厅 69.54平米,2018.06.24 成交,213,30630,230,27,0,0,2,744
1005,2室2厅1厨1卫        ,68.6㎡          ,暂无数据         ,东北   ,其他     ,        ,70年           ,高楼层(共26层)          ,暂无数据              ,塔楼       ,2000 ,钢混结构  ,两梯六户           ,有           ,GZ0003957575          ,2018-03-18         ,满五年       ,商品房          ,普通住宅          ,暂无数据           ,富力碧涛湾 2室2厅 68.6平米,2018.06.10 成交,250,36444,255,84,0,0,7,885
1006,2室1厅1厨1卫        ,61.51㎡          ,暂无数据         ,东 西   ,简装     ,        ,70年           ,低楼层(共8层)          ,暂无数据              ,塔楼       ,1992 ,钢混结构  ,一梯四户           ,无           ,GZ0004121713          ,2018-04-04         ,满五年       ,商品房          ,普通住宅          ,暂无数据           ,侨怡苑 2室1厅 61.51平米,2018.06.10 成交,406.6,66104,420,67,1,0,3,838
1007,2室1厅1厨1卫        ,47.94㎡          ,暂无数据         ,北   ,其他     ,        ,40年           ,中楼层(共22层)          ,Loft              ,塔楼       ,2016 ,钢混结构  ,三梯二十三户           ,有           ,GZ0004283143          ,2018-05-25         ,暂无数据       ,商品房          ,商住两用          ,暂无数据           ,信业悦都荟 2室1厅 47.94平米,2018.06.24 成交,98,20443,105,30,0,0,30,484
1008,2室1厅1厨1卫        ,50㎡          ,暂无数据         ,南   ,其他     ,        ,70年           ,中楼层(共9层)          ,暂无数据              ,塔楼       ,1995 ,钢混结构  ,一梯五户           ,无           ,GZ0004206634          ,2018-03-21         ,暂无数据       ,商品房          ,普通住宅          ,暂无数据           ,汇美苑 2室1厅 50平米,2018.06.10 成交,139.8,27960,142,81,1,0,7,478
1009,2室2厅1厨1卫        ,71㎡          ,暂无数据         ,南   ,其他     ,        ,70年           ,低楼层(共11层)          ,平层              ,塔楼       ,未知 ,钢混结构  ,一梯四户           ,有           ,108200019082          ,2018-05-30         ,暂无数据       ,商品房          ,普通住宅          ,暂无数据           ,盛恒家园 2室2厅 71平米,2018.07.07 成交,189,26620,193,38,0,0,41,204
1010,2室1厅1厨1卫        ,58.5㎡          ,暂无数据         ,南 北   ,其他     ,        ,70年           ,低楼层(共9层)          ,暂无数据              ,塔楼       ,1998 ,钢混结构  ,一梯六户           ,无           ,GZ0004342143          ,2018-06-02         ,暂无数据       ,商品房          ,普通住宅          ,暂无数据           ,广州体育学院 2室1厅 58.5平米,2018.06.10 成交,317.5,54274,321.8,8,0,0,4,62
1011,3室2厅1厨2卫        ,106.52㎡          ,暂无数据         ,西   ,其他     ,        ,70年           ,中楼层(共8层)          ,暂无数据              ,塔楼       ,未知 ,钢混结构  ,一梯两户           ,无           ,GZ0004173686          ,2018-05-08         ,满五年       ,商品房          ,普通住宅          ,暂无数据           ,新康花园 3室2厅 106.52平米,2018.06.10 成交,185,17368,185,33,1,0,16,1153
1012,3室1厅1厨1卫        ,74.06㎡          ,暂无数据         ,北   ,其他     ,        ,70年           ,高楼层(共8层)          ,暂无数据              ,塔楼       ,未知 ,钢混结构  ,一梯六户           ,无           ,GZ0003786737          ,2018-03-21         ,暂无数据       ,商品房          ,普通住宅          ,暂无数据           ,华兴苑 3室1厅 74.06平米,2018.06.11 成交,207,27951,196,82,1,0,27,1683
1013,3室2厅1厨1卫        ,91.35㎡          ,暂无数据         ,南 北   ,其他     ,        ,70年           ,中楼层(共8层)          ,暂无数据              ,塔楼       ,未知 ,钢混结构  ,一梯一户           ,无           ,GZ0003776385          ,2017-09-29         ,暂无数据       ,商品房          ,普通住宅          ,暂无数据           ,沙太南路银利街 3室2厅 91.35平米,2018.06.11 成交,230,25178,250,255,1,0,16,1761
1014,2室1厅1厨1卫        ,99.5㎡          ,暂无数据         ,东南   ,其他     ,        ,50年           ,低楼层(共30层)          ,暂无数据              ,塔楼       ,2012 ,钢混结构  ,六梯十七户           ,有           ,GZ0004243164          ,2018-05-22         ,满两年       ,商品房          ,商住两用          ,暂无数据           ,保利中汇广场 2室1厅 99.5平米,2018.06.10 成交,290,29146,300,19,1,0,15,426
1015,3室2厅1厨2卫        ,109.3㎡          ,暂无数据         ,南   ,其他     ,        ,70年           ,中楼层(共11层)          ,暂无数据              ,塔楼       ,2002 ,钢混结构  ,一梯四户           ,有           ,GZ0003809597          ,2018-03-26         ,暂无数据       ,商品房          ,普通住宅          ,暂无数据           ,旭景家园B区 3室2厅 109.3平米,2018.06.11 成交,420,38427,420,77,1,0,14,3067
1016,1室1厅1厨1卫        ,42.08㎡          ,暂无数据         ,西南   ,其他     ,        ,70年           ,高楼层(共15层)          ,暂无数据              ,塔楼       ,2004 ,钢混结构  ,两梯七户           ,有           ,GZ0003896070          ,2017-10-29         ,暂无数据       ,商品房          ,普通住宅          ,暂无数据           ,保利百合花园二期 1室1厅 42.08平米,2018.06.11 成交,188,44677,195,225,1,0,22,1191
1017,2室1厅1厨1卫        ,69.07㎡          ,暂无数据         ,南 北   ,其他     ,        ,70年           ,高楼层(共11层)          ,暂无数据              ,塔楼       ,2005 ,钢混结构  ,一梯六户           ,有           ,GZ0003649681          ,2018-03-10         ,暂无数据       ,商品房          ,普通住宅          ,暂无数据           ,星汇晴轩 2室1厅 69.07平米,2018.06.11 成交,275,39815,280,93,1,0,17,1567
1018,2室2厅1厨1卫        ,72.6㎡          ,暂无数据         ,南   ,简装     ,        ,70年           ,中楼层(共6层)          ,暂无数据              ,塔楼       ,2003 ,钢混结构  ,一梯四户           ,无           ,GZ0004163735          ,2018-05-15         ,暂无数据       ,商品房          ,普通住宅          ,暂无数据           ,锦绣生态园乐满园 2室2厅 72.6平米,2018.06.11 成交,178,24518,180,27,0,0,34,798
1019,1室2厅1厨1卫        ,48.28㎡          ,暂无数据         ,南   ,简装     ,        ,70年           ,高楼层(共9层)          ,暂无数据              ,塔楼       ,2000 ,钢混结构  ,一梯六户           ,无           ,GZ0003262966          ,2017-12-03         ,暂无数据       ,商品房          ,普通住宅          ,暂无数据           ,康乃馨苑 1室2厅 48.28平米,2018.06.11 成交,138.8,28749,145,190,1,0,53,5236
1020,2室2厅1厨1卫        ,86.7㎡          ,暂无数据         ,南   ,其他     ,        ,70年           ,低楼层(共30层)          ,暂无数据              ,塔楼       ,未知 ,钢混结构  ,一梯四户           ,无           ,GZ0004266966          ,2018-05-26         ,暂无数据       ,商品房          ,普通住宅          ,暂无数据           ,尚东阳光雅苑 2室2厅 86.7平米,2018.06.11 成交,193.5,22319,195,16,0,0,2,344
1021,2室1厅1厨1卫        ,78.85㎡          ,暂无数据         ,北   ,其他     ,        ,70年           ,中楼层(共18层)          ,暂无数据              ,塔楼       ,2015 ,钢混结构  ,两梯三户           ,有           ,GZ0004358168          ,2018-06-05         ,暂无数据       ,商品房          ,普通住宅          ,暂无数据           ,新塘新世界花园万象苑 2室1厅 78.85平米,2018.06.11 成交,195,24731,195,6,0,0,4,125
1022,2室1厅1厨1卫        ,55.72㎡          ,暂无数据         ,南   ,简装     ,        ,70年           ,中楼层(共15层)          ,暂无数据              ,塔楼       ,2000 ,钢混结构  ,两梯十二户           ,有           ,GZ0004286614          ,2018-05-31         ,暂无数据       ,商品房          ,普通住宅          ,暂无数据           ,汇侨新城南区 2室1厅 55.72平米,2018.06.11 成交,150,26921,160,11,0,0,22,333
1023,2室2厅1厨1卫        ,77.36㎡          ,暂无数据         ,南   ,精装     ,        ,70年           ,中楼层(共32层)          ,暂无数据              ,塔楼       ,2000 ,钢混结构  ,两梯六户           ,有           ,GZ0002905086          ,2017-04-10         ,暂无数据       ,商品房          ,普通住宅          ,暂无数据           ,金碧花园第二金碧 2室2厅 77.36平米,2018.06.11 成交,318,41107,335,427,1,0,14,4149
1024,3室2厅1厨1卫        ,75.36㎡          ,暂无数据         ,东   ,其他     ,        ,70年           ,高楼层(共6层)          ,暂无数据              ,板楼       ,未知 ,钢混结构  ,一梯两户           ,暂无数据           ,GZ0003242017          ,2017-11-19         ,暂无数据       ,商品房          ,普通住宅          ,暂无数据           ,涌边一马路 3室2厅 75.36平米,2018.06.11 成交,217,28796,235,204,1,0,15,3151
1025,1室0厅0厨1卫        ,14.19㎡          ,11.23㎡         ,北   ,其他     ,        ,70年           ,中楼层(共8层)          ,暂无数据              ,塔楼       ,未知 ,钢混结构  ,一梯八户           ,暂无数据           ,GZ0004172790          ,2018-05-17         ,满五年       ,商品房          ,普通住宅          ,暂无数据           ,荔湾路彩虹晒地 1室0厅 14.19平米,2018.06.11 成交,58.5,41227,62,25,0,0,28,845
1026,2室1厅1厨1卫        ,60.86㎡          ,暂无数据         ,东   ,其他     ,        ,70年           ,中楼层(共9层)          ,暂无数据              ,塔楼       ,1996 ,钢混结构  ,一梯四户           ,无           ,GZ0004216599          ,2018-05-15         ,暂无数据       ,商品房          ,普通住宅          ,暂无数据           ,华丽苑 2室1厅 60.86平米,2018.06.11 成交,138,22675,145,27,1,0,34,445
1027,2室2厅1厨1卫        ,74㎡          ,暂无数据         ,东南   ,其他     ,        ,70年           ,高楼层(共30层)          ,暂无数据              ,塔楼       ,1998 ,钢混结构  ,两梯十二户           ,有           ,GZ0003639448          ,2018-02-26         ,满五年       ,商品房          ,普通住宅          ,暂无数据           ,金鼎大厦 2室2厅 74平米,2018.06.11 成交,340,45946,345,105,1,0,16,1976
1028,1室1厅1厨1卫        ,41.41㎡          ,36.1㎡         ,南   ,其他     ,        ,70年           ,高楼层(共12层)          ,暂无数据              ,塔楼       ,1999 ,钢混结构  ,一梯七户           ,有           ,GZ0003923411          ,2017-10-23         ,暂无数据       ,商品房          ,普通住宅          ,暂无数据           ,东圃广场 1室1厅 41.41平米,2018.06.12 成交,175,42261,180,232,0,0,28,1501
1029,3室2厅1厨1卫        ,70.7㎡          ,暂无数据         ,南   ,其他     ,        ,70年           ,高楼层(共12层)          ,暂无数据              ,塔楼       ,1993 ,钢混结构  ,一梯四户           ,有           ,GZ0004297713          ,2018-06-02         ,暂无数据       ,商品房          ,普通住宅          ,暂无数据           ,锦绣生态园雅典花园 3室2厅 70.7平米,2018.06.12 成交,159,22490,160,10,0,0,30,500
1030,2室1厅1厨1卫        ,64㎡          ,暂无数据         ,南   ,其他     ,        ,70年           ,高楼层(共8层)          ,暂无数据              ,塔楼       ,1990 ,钢混结构  ,一梯八户           ,暂无数据           ,GZ0004236898          ,2018-05-06         ,暂无数据       ,商品房          ,普通住宅          ,暂无数据           ,礼岗路 2室1厅 64平米,2018.06.12 成交,174.5,27266,180,37,0,0,12,260
1031,1室1厅1厨1卫        ,50㎡          ,暂无数据         ,南 北   ,其他     ,        ,70年           ,高楼层(共6层)          ,暂无数据              ,板楼       ,未知 ,钢混结构  ,一梯两户           ,暂无数据           ,GZ0004095689          ,2018-05-05         ,暂无数据       ,商品房          ,普通住宅          ,暂无数据           ,鹤洞路鹤建里 1室1厅 50平米,2018.06.12 成交,100,20000,110,38,0,0,117,1239
1032,3室2厅1厨2卫        ,104.83㎡          ,暂无数据         ,东北   ,简装     ,        ,70年           ,中楼层(共31层)          ,平层              ,塔楼       ,2000 ,钢混结构  ,三梯八户           ,有           ,GZ0003370098          ,2018-01-11         ,暂无数据       ,商品房          ,普通住宅          ,暂无数据           ,荟雅苑 3室2厅 104.83平米,2018.06.12 成交,600,57236,630,152,1,0,28,3518
1033,2室1厅1厨1卫        ,42.4㎡          ,暂无数据         ,北   ,简装     ,        ,70年           ,中楼层(共9层)          ,暂无数据              ,塔楼       ,1999 ,钢混结构  ,一梯十二户           ,无           ,GZ0003642610          ,2018-03-09         ,暂无数据       ,商品房          ,普通住宅          ,暂无数据           ,晓港湾明华苑 2室1厅 42.4平米,2018.06.12 成交,135,31840,142,95,0,0,255,4774
1034,3室1厅1厨1卫        ,80㎡          ,暂无数据         ,东南   ,其他     ,        ,70年           ,低楼层(共9层)          ,暂无数据              ,塔楼       ,1997 ,钢混结构  ,一梯三户           ,无           ,GZ0004089493          ,2018-05-06         ,暂无数据       ,商品房          ,普通住宅          ,暂无数据           ,林和东小区 3室1厅 80平米,2018.06.12 成交,455,56875,460,37,1,0,8,616
1035,3室2厅1厨1卫        ,95㎡          ,暂无数据         ,东南   ,其他     ,        ,70年           ,中楼层(共30层)          ,暂无数据              ,塔楼       ,2000 ,钢混结构  ,三梯八户           ,有           ,GZ0004298043          ,2018-05-27         ,暂无数据       ,商品房          ,普通住宅          ,暂无数据           ,荔湾广场 3室2厅 95平米,2018.06.12 成交,238,25053,245,16,0,0,5,525
1036,3室2厅1厨2卫        ,79.8㎡          ,72.34㎡         ,南 北   ,其他     ,        ,70年           ,中楼层(共7层)          ,暂无数据              ,板楼       ,未知 ,钢混结构  ,一梯两户           ,无           ,GZ0003279736          ,2017-12-14         ,暂无数据       ,商品房          ,普通住宅          ,暂无数据           ,如意二马路 3室2厅 79.8平米,2018.06.12 成交,166,20803,170,180,1,0,85,3968
1037,3室1厅1厨1卫        ,71㎡          ,暂无数据         ,北   ,其他     ,        ,70年           ,中楼层(共27层)          ,平层              ,塔楼       ,1998 ,钢混结构  ,两梯八户           ,有           ,108200011292          ,2017-11-10         ,暂无数据       ,商品房          ,普通住宅          ,共有           ,积德花园 3室1厅 71平米,2018.07.07 成交,210,29578,210,239,0,0,40,96
1038,2室1厅1厨1卫        ,55.78㎡          ,暂无数据         ,东南   ,其他     ,        ,70年           ,中楼层(共9层)          ,平层              ,塔楼       ,1999 ,钢混结构  ,一梯六户           ,无           ,108200032088          ,2018-05-20         ,暂无数据       ,商品房          ,普通住宅          ,暂无数据           ,广园云苑新村 2室1厅 55.78平米,2018.07.12 成交,168,30119,175,53,0,0,17,202
1039,2室2厅1厨1卫        ,62㎡          ,暂无数据         ,北   ,简装     ,        ,70年           ,高楼层(共9层)          ,平层              ,塔楼       ,未知 ,钢混结构  ,一梯四户           ,无           ,108200020538          ,2018-06-25         ,暂无数据       ,商品房          ,普通住宅          ,非共有           ,怡乐路 2室2厅 62平米,2018.07.12 成交,183,29517,185,17,0,0,0,暂无数据
1040,2室1厅1厨1卫        ,62.58㎡          ,暂无数据         ,南   ,精装     ,        ,70年           ,高楼层(共9层)          ,平层              ,塔楼       ,1997 ,钢混结构  ,一梯六户           ,无           ,108200001663          ,2018-05-07         ,暂无数据       ,商品房          ,普通住宅          ,共有           ,保利红棉花园 2室1厅 62.58平米,2018.07.12 成交,216,34516,216,66,1,0,56,218
1041,2室1厅1厨1卫        ,40.17㎡          ,暂无数据         ,西南   ,精装     ,        ,70年           ,高楼层(共20层)          ,平层              ,塔楼       ,未知 ,钢混结构  ,一梯八户           ,暂无数据           ,108200026393          ,2018-05-21         ,暂无数据       ,商品房          ,普通住宅          ,非共有           ,侨鸿大厦 2室1厅 40.17平米,2018.07.12 成交,162.5,40454,168,52,0,0,23,321
1042,2室1厅1厨1卫        ,62.5㎡          ,暂无数据         ,北   ,其他     ,        ,70年           ,中楼层(共9层)          ,暂无数据              ,塔楼       ,1998 ,钢混结构  ,一梯四户           ,无           ,108400003691          ,2018-07-04         ,暂无数据       ,商品房          ,普通住宅          ,暂无数据           ,周门小区周门街 2室1厅 62.5平米,2018.07.07 成交,203,32480,210,3,0,0,0,暂无数据
1043,2室2厅1厨1卫        ,67.34㎡          ,55.61㎡         ,北   ,其他     ,        ,70年           ,中楼层(共15层)          ,暂无数据              ,塔楼       ,未知 ,钢混结构  ,两梯八户           ,有           ,108400008383          ,2018-07-10         ,暂无数据       ,商品房          ,普通住宅          ,共有           ,合和新城 2室2厅 67.34平米,2018.07.12 成交,175,25988,175,2,0,0,0,26
1044,3室2厅1厨2卫        ,119.19㎡          ,96㎡         ,南   ,其他     ,        ,70年           ,高楼层(共32层)          ,平层              ,塔楼       ,2008 ,钢混结构  ,两梯六户           ,有           ,108200004354          ,2018-04-18         ,暂无数据       ,商品房          ,普通住宅          ,暂无数据           ,荔港南湾 3室2厅 119.19平米,2018.07.12 成交,463,38846,480,85,1,0,18,190
1045,1室1厅1厨1卫        ,43.95㎡          ,暂无数据         ,南   ,其他     ,        ,70年           ,中楼层(共7层)          ,暂无数据              ,塔楼       ,2008 ,钢混结构  ,一梯两户           ,无           ,108400004828          ,2018-07-05         ,暂无数据       ,商品房          ,普通住宅          ,暂无数据           ,景泰新村景泰西七巷 1室1厅 43.95平米,2018.07.12 成交,120,27304,130,7,0,0,0,暂无数据
1046,3室2厅1厨2卫        ,143.29㎡          ,115.19㎡         ,东南   ,其他     ,        ,70年           ,中楼层(共55层)          ,平层              ,塔楼       ,未知 ,钢混结构  ,两梯六户           ,有           ,108200012241          ,2017-07-18         ,暂无数据       ,商品房          ,普通住宅          ,暂无数据           ,亚运城天誉 3室2厅 143.29平米,2018.07.12 成交,365,25473,365,359,0,0,33,409
1047,2室1厅1厨1卫        ,60.88㎡          ,暂无数据         ,南   ,其他     ,        ,70年           ,中楼层(共9层)          ,暂无数据              ,塔楼       ,2000 ,钢混结构  ,一梯七户           ,无           ,108400012862          ,2018-07-15         ,满五年       ,商品房          ,普通住宅          ,共有           ,迎翠春庭 2室1厅 60.88平米,2018.07.22 成交,182,29895,190,7,1,0,8,201
1048,2室2厅1厨1卫        ,93.74㎡          ,66.1㎡         ,南   ,精装     ,        ,70年           ,低楼层(共22层)          ,暂无数据              ,塔楼       ,未知 ,钢混结构  ,一梯四户           ,暂无数据           ,108400008924          ,2018-07-10         ,暂无数据       ,商品房          ,普通住宅          ,非共有           ,亚运城媒体北村 2室2厅 93.74平米,2018.07.23 成交,245,26137,255,13,1,0,4,285
1049,2室2厅1厨2卫        ,81㎡          ,暂无数据         ,东北   ,简装     ,        ,70年           ,高楼层(共6层)          ,暂无数据              ,塔楼       ,2000 ,钢混结构  ,一梯六户           ,无           ,108400004685          ,2018-07-05         ,暂无数据       ,商品房          ,普通住宅          ,非共有           ,金碧花园第一金碧 2室2厅 81平米,2018.07.12 成交,240,29630,245,7,0,0,0,暂无数据
1050,2室1厅1厨1卫        ,47㎡          ,暂无数据         ,北   ,精装     ,        ,70年           ,低楼层(共9层)          ,平层              ,塔楼       ,2000 ,钢混结构  ,一梯六户           ,无           ,108200019390          ,2018-06-05         ,暂无数据       ,商品房          ,普通住宅          ,非共有           ,百荣园 2室1厅 47平米,2018.07.23 成交,136.5,29043,140,48,1,0,77,490
1051,1室1厅1厨1卫        ,54㎡          ,暂无数据         ,东   ,其他     ,        ,70年           ,中楼层(共11层)          ,暂无数据              ,塔楼       ,2002 ,钢混结构  ,两梯十四户           ,有           ,108400017384          ,2018-07-20         ,暂无数据       ,商品房          ,普通住宅          ,暂无数据           ,鑫润花园 1室1厅 54平米,2018.07.23 成交,122,22593,122,3,1,0,0,暂无数据
1052,2室2厅1厨1卫        ,64.57㎡          ,49.5㎡         ,东南   ,精装     ,        ,70年           ,中楼层(共31层)          ,暂无数据              ,塔楼       ,2013 ,钢混结构  ,四梯十三户           ,有           ,108400008139          ,2018-07-09         ,满两年       ,商品房          ,普通住宅          ,非共有           ,力诚凯怡湾 2室2厅 64.57平米,2018.07.22 成交,152,23541,154,13,1,0,32,513
1053,2室1厅1厨1卫        ,43㎡          ,暂无数据         ,南   ,简装     ,        ,70年           ,低楼层(共9层)          ,平层              ,塔楼       ,未知 ,钢混结构  ,一梯两户           ,暂无数据           ,108200024628          ,2018-06-16         ,暂无数据       ,商品房          ,普通住宅          ,暂无数据           ,梓元岗路梓元东一街 2室1厅 43平米,2018.07.23 成交,115,26745,120,37,1,0,30,521
1054,3室2厅1厨1卫        ,89.5㎡          ,暂无数据         ,南   ,其他     ,        ,70年           ,高楼层(共7层)          ,平层              ,塔楼       ,未知 ,钢混结构  ,一梯两户           ,暂无数据           ,108200020527          ,2018-06-25         ,暂无数据       ,商品房          ,普通住宅          ,暂无数据           ,环城中路东方大街 3室2厅 89.5平米,2018.07.23 成交,159,17766,160,28,0,0,11,79
1055,2室2厅1厨1卫        ,80㎡          ,暂无数据         ,南   ,其他     ,        ,70年           ,低楼层(共6层)          ,暂无数据              ,板楼       ,未知 ,钢混结构  ,一梯四户           ,暂无数据           ,108200018651          ,2018-05-22         ,暂无数据       ,商品房          ,普通住宅          ,暂无数据           ,谷围新村 2室2厅 80平米,2018.07.23 成交,175,21875,188,62,0,0,39,457
1056,2室2厅1厨1卫        ,87.93㎡          ,69.15㎡         ,东 东南   ,简装     ,        ,70年           ,高楼层(共26层)          ,平层              ,塔楼       ,2000 ,钢混结构  ,两梯六户           ,有           ,108200021632          ,2018-01-04         ,暂无数据       ,商品房          ,普通住宅          ,共有           ,润华大厦 2室2厅 87.93平米,2018.07.23 成交,485,55158,520,200,0,0,19,213
1057,1室1厅1厨1卫        ,45㎡          ,暂无数据         ,北   ,其他     ,        ,70年           ,低楼层(共18层)          ,暂无数据              ,塔楼       ,2012 ,钢混结构  ,两梯八户           ,有           ,108200017147          ,2018-04-15         ,暂无数据       ,商品房          ,普通住宅          ,暂无数据           ,富力金港城东区 1室1厅 45平米,2018.07.23 成交,57.4,12745,60,99,1,0,11,278
1058,1室1厅1厨1卫        ,29.91㎡          ,暂无数据         ,西   ,简装     ,        ,70年           ,中楼层(共8层)          ,暂无数据              ,塔楼       ,1999 ,钢混结构  ,一梯二十五户           ,有           ,GZ0003577413          ,2018-02-26         ,暂无数据       ,商品房          ,普通住宅          ,暂无数据           ,利都大厦 1室1厅 29.91平米,2018.06.04 成交,65,21732,66,98,1,0,117,4978
1059,2室1厅1厨1卫        ,54.94㎡          ,暂无数据         ,南   ,其他     ,        ,70年           ,中楼层(共23层)          ,暂无数据              ,塔楼       ,2015 ,钢混结构  ,四梯二十户           ,有           ,GZ0004316839          ,2018-06-04         ,暂无数据       ,商品房          ,普通住宅          ,暂无数据           ,水电广场 2室1厅 54.94平米,2018.06.04 成交,120,21843,120,1,0,0,9,132
1060,1室1厅1厨1卫        ,48㎡          ,暂无数据         ,北   ,其他     ,        ,70年           ,中楼层(共11层)          ,平层              ,塔楼       ,2014 ,钢混结构  ,一梯二十八户           ,暂无数据           ,GZ0004137653          ,2018-01-19         ,暂无数据       ,商品房          ,普通住宅          ,暂无数据           ,信业尚誉 1室1厅 48平米,2018.06.04 成交,128,26667,128,136,0,0,2,488
1061,2室1厅1厨1卫        ,75.08㎡          ,暂无数据         ,东南   ,其他     ,        ,70年           ,中楼层(共9层)          ,暂无数据              ,塔楼       ,1997 ,钢混结构  ,一梯四户           ,无           ,GZ0004222141          ,2018-05-24         ,暂无数据       ,商品房          ,普通住宅          ,暂无数据           ,景泰花园 2室1厅 75.08平米,2018.06.04 成交,195,25973,202,11,0,0,6,316
1062,1室0厅1厨1卫        ,50㎡          ,暂无数据         ,东   ,简装     ,        ,50年           ,低楼层(共36层)          ,暂无数据              ,塔楼       ,2009 ,钢混结构  ,四梯二十户           ,有           ,GZ0004284385          ,2018-04-12         ,暂无数据       ,商品房          ,商住两用          ,暂无数据           ,保利中环广场 1室0厅 50平米,2018.06.04 成交,155,31000,155,53,0,0,2,125
1063,3室1厅1厨1卫        ,91.5㎡          ,86.3㎡         ,南   ,其他     ,        ,70年           ,低楼层(共6层)          ,暂无数据              ,板楼       ,未知 ,钢混结构  ,一梯三户           ,无           ,GZ0004306848          ,2018-06-03         ,暂无数据       ,商品房          ,普通住宅          ,暂无数据           ,万丰路 3室1厅 91.5平米,2018.06.04 成交,165,18033,168,1,0,0,1,10
1064,2室2厅1厨1卫        ,80.04㎡          ,暂无数据         ,南   ,其他     ,        ,70年           ,中楼层(共33层)          ,暂无数据              ,塔楼       ,2009 ,钢混结构  ,三梯六户           ,有           ,GZ0004260803          ,2018-05-29         ,暂无数据       ,商品房          ,普通住宅          ,暂无数据           ,江南新苑 2室2厅 80.04平米,2018.06.04 成交,483,60345,500,6,0,0,0,186
1065,1室0厅1厨1卫        ,34.8㎡          ,暂无数据         ,南 北   ,简装     ,        ,70年           ,低楼层(共3层)          ,暂无数据              ,板楼       ,未知 ,钢混结构  ,三梯九户           ,有           ,GZ0004264673          ,2018-05-29         ,暂无数据       ,商品房          ,普通住宅          ,暂无数据           ,新港中路 1室0厅 34.8平米,2018.06.04 成交,105,30173,107.9,6,0,0,18,226
1066,3室2厅1厨1卫        ,96㎡          ,暂无数据         ,西北   ,其他     ,        ,70年           ,低楼层(共11层)          ,暂无数据              ,塔楼       ,2013 ,钢混结构  ,两梯六户           ,有           ,GZ0004103830          ,2018-05-04         ,暂无数据       ,商品房          ,普通住宅          ,暂无数据           ,雅居乐城南源著 3室2厅 96平米,2018.06.04 成交,280,29167,285,31,0,0,9,794
1067,1室1厅1厨1卫        ,45.73㎡          ,暂无数据         ,南 北   ,其他     ,        ,70年           ,中楼层(共6层)          ,暂无数据              ,塔楼       ,1991 ,钢混结构  ,一梯两户           ,无           ,GZ0003497516          ,2018-02-02         ,暂无数据       ,商品房          ,普通住宅          ,暂无数据           ,广工大院 1室1厅 45.73平米,2018.06.04 成交,251,54888,265,122,1,0,17,1868
1068,1室1厅1厨1卫        ,55.24㎡          ,暂无数据         ,南   ,其他     ,        ,70年           ,低楼层(共7层)          ,暂无数据              ,塔楼       ,未知 ,钢混结构  ,一梯十三户           ,无           ,GZ0004011716          ,2018-04-19         ,暂无数据       ,商品房          ,普通住宅          ,暂无数据           ,广园中路 1室1厅 55.24平米,2018.06.04 成交,139,25163,145,46,0,0,9,615
1069,3室2厅1厨2卫        ,134.71㎡          ,115.82㎡         ,南 北   ,其他     ,        ,70年           ,中楼层(共8层)          ,暂无数据              ,塔楼       ,1997 ,钢混结构  ,一梯两户           ,暂无数据           ,GZ0004224397          ,2018-05-24         ,暂无数据       ,商品房          ,普通住宅          ,暂无数据           ,天河北商住楼 3室2厅 134.71平米,2018.06.04 成交,706,52409,737,11,0,0,3,311
1070,2室1厅1厨1卫        ,51.77㎡          ,暂无数据         ,北   ,其他     ,        ,70年           ,中楼层(共9层)          ,暂无数据              ,塔楼       ,1999 ,钢混结构  ,一梯三户           ,无           ,GZ0004143810          ,2018-05-12         ,满五年       ,商品房          ,普通住宅          ,暂无数据           ,广园云苑新村 2室1厅 51.77平米,2018.06.04 成交,151,29168,156,23,0,0,30,2345
