,house_室,house_厅,house_厨,house_卫,architecture_acreage_,within_acreage_,Building_head,decorate_situation,period_int,floor_楼,floor_层,Family_structure,building_types,building_age_,building_structure,Ladder_household_proportion,Equipped_elevator,house_age,Trading_ownership,usage_house,houseing_belog,bargain_price,unit_price,listing_price,bargain_day_num_,adjust_price,take_look,attention,view_count_
1424,2.0,1.0,1.0,1.0,61.57,54.74,北,简装,70年,低楼层,9.0,暂无数据,塔楼,1997,钢混结构,一梯六户,无,暂无数据,商品房,普通住宅,暂无数据,226.8,36837,235.0,520.0,0,0,13,520.0
1425,2.0,2.0,1.0,1.0,85.91,85.91,南,其他,70年,中楼层,6.0,暂无数据,塔楼,2000,钢混结构,一梯两户,无,暂无数据,商品房,普通住宅,暂无数据,151.0,17577,152.0,5.0,0,0,0,5.0
1426,2.0,2.0,1.0,1.0,86.0,86.0,北,其他,70年,低楼层,8.0,暂无数据,塔楼,2000,钢混结构,一梯八户,无,暂无数据,商品房,普通住宅,暂无数据,110.0,12791,120.0,88.0,0,0,10,88.0
1427,3.0,2.0,1.0,2.0,127.0,127.0,北,其他,70年,底楼层,1.0,暂无数据,塔楼,2013,钢混结构,两梯六户,有,暂无数据,商品房,普通住宅,暂无数据,175.5,13819,180.0,130.0,0,0,7,130.0
1428,2.0,2.0,1.0,1.0,82.0,82.0,北,其他,70年,底楼层,1.0,暂无数据,塔楼,2011,钢混结构,两梯五户,有,暂无数据,商品房,普通住宅,暂无数据,288.0,35122,310.0,2415.0,0,0,11,2415.0
1429,3.0,1.0,1.0,2.0,77.15,67.33,北,其他,70年,低楼层,9.0,暂无数据,塔楼,1994,钢混结构,一梯十一户,无,暂无数据,商品房,普通住宅,暂无数据,213.0,27609,220.0,448.0,1,0,5,448.0
1430,3.0,1.0,1.0,1.0,71.53,71.53,西,其他,70年,中楼层,9.0,暂无数据,塔楼,1999,钢混结构,一梯六户,无,暂无数据,商品房,普通住宅,暂无数据,183.0,25584,188.2,540.0,1,0,6,540.0
1431,2.0,2.0,1.0,1.0,58.0,58.0,北,毛坯,40年,底楼层,1.0,暂无数据,塔楼,2000,钢混结构,六梯二十五户,有,暂无数据,商品房,商住两用,暂无数据,85.0,14656,85.0,5985.0,1,0,78,5985.0
1432,3.0,1.0,1.0,1.0,98.9,98.9,西北,其他,70年,底楼层,1.0,暂无数据,塔楼,1993,钢混结构,一梯八户,暂无数据,暂无数据,商品房,普通住宅,暂无数据,480.0,48534,525.0,481.0,1,0,5,481.0
1433,2.0,1.0,1.0,1.0,54.73,54.73,北,其他,70年,中楼层,9.0,暂无数据,塔楼,1998,钢混结构,一梯四户,无,暂无数据,商品房,普通住宅,暂无数据,145.0,26494,148.0,1215.0,1,0,14,1215.0
1434,1.0,1.0,1.0,1.0,40.97,40.97,北,其他,70年,高楼层,9.0,平层,塔楼,1997,钢混结构,一梯十户,无,暂无数据,商品房,普通住宅,共有,132.0,32219,135.0,508.0,0,0,119,508.0
1435,3.0,2.0,1.0,2.0,100.18,100.18,南 北,精装,70年,底楼层,1.0,暂无数据,塔楼,2014,钢混结构,两梯六户,有,满两年,商品房,普通住宅,暂无数据,364.0,36333,380.0,1898.0,0,0,24,1898.0
1436,2.0,2.0,1.0,1.0,83.0,83.0,北,精装,70年,底楼层,1.0,暂无数据,塔楼,2009,钢混结构,三梯八户,有,暂无数据,商品房,普通住宅,暂无数据,559.0,67350,580.0,1540.0,1,0,9,1540.0
1437,3.0,2.0,1.0,2.0,100.9,100.9,西南,其他,70年,底楼层,1.0,暂无数据,塔楼,2000,钢混结构,两梯八户,有,暂无数据,商品房,普通住宅,暂无数据,230.5,22845,242.0,719.0,1,0,11,719.0
1438,2.0,2.0,1.0,1.0,84.0,84.0,东南,其他,70年,高楼层,9.0,暂无数据,塔楼,2004,钢混结构,一梯八户,有,满五年,商品房,普通住宅,暂无数据,270.0,32143,275.0,2994.0,1,0,23,2994.0
1439,3.0,2.0,1.0,2.0,92.13,92.13,东南,其他,70年,底楼层,1.0,暂无数据,塔楼,2000,钢混结构,一梯六户,暂无数据,暂无数据,商品房,普通住宅,暂无数据,189.0,20515,195.0,1073.0,1,0,58,1073.0
1440,2.0,2.0,1.0,1.0,70.95,62.35,东南,简装,70年,底楼层,1.0,暂无数据,塔楼,2001,钢混结构,两梯十一户,有,暂无数据,商品房,普通住宅,暂无数据,248.0,34955,260.0,520.0,0,0,9,520.0
1441,3.0,2.0,1.0,1.0,91.45,91.45,南 北,其他,70年,底楼层,1.0,暂无数据,塔楼,2003,钢混结构,两梯五户,有,满两年,商品房,普通住宅,暂无数据,333.0,36414,340.0,2931.0,1,0,76,2931.0
1442,3.0,2.0,1.0,1.0,74.07,66.92,南,其他,70年,低楼层,8.0,暂无数据,塔楼,1990,钢混结构,一梯四户,无,暂无数据,商品房,普通住宅,暂无数据,207.0,27947,210.0,3092.0,1,0,15,3092.0
1443,2.0,1.0,1.0,1.0,77.0,77.0,东北,其他,70年,底楼层,1.0,暂无数据,塔楼,2004,钢混结构,三梯七户,有,暂无数据,商品房,普通住宅,暂无数据,250.0,32468,269.5,575.0,0,0,11,575.0
1444,2.0,1.0,1.0,1.0,45.0,45.0,南,其他,70年,低楼层,4.0,暂无数据,板楼,2000,钢混结构,一梯四户,无,满五年,商品房,普通住宅,暂无数据,69.0,15334,72.0,3822.0,1,0,262,3822.0
1445,2.0,1.0,1.0,1.0,55.64,55.64,西北,其他,70年,中楼层,8.0,暂无数据,塔楼,2000,钢混结构,一梯一户,暂无数据,满五年,商品房,普通住宅,暂无数据,118.0,21208,115.0,1507.0,1,0,74,1507.0
1446,2.0,1.0,1.0,1.0,84.0,84.0,南,其他,70年,底楼层,1.0,暂无数据,塔楼,2006,钢混结构,三梯六户,有,暂无数据,商品房,普通住宅,暂无数据,750.0,89286,788.0,538.0,0,0,3,538.0
1447,1.0,1.0,0.0,1.0,37.0,37.0,东北,简装,70年,高楼层,8.0,暂无数据,塔楼,1999,钢混结构,一梯五户,无,暂无数据,商品房,普通住宅,暂无数据,48.0,12973,54.0,464.0,0,0,38,464.0
1448,2.0,2.0,1.0,1.0,68.35,68.35,北,其他,70年,高楼层,9.0,暂无数据,塔楼,2002,钢混结构,一梯四户,无,暂无数据,商品房,普通住宅,暂无数据,193.8,28355,200.0,319.0,0,0,12,319.0
1449,1.0,1.0,1.0,1.0,45.75,45.75,南,其他,70年,底楼层,1.0,暂无数据,塔楼,2005,钢混结构,两梯八户,有,暂无数据,商品房,普通住宅,暂无数据,195.0,42623,198.0,782.0,0,0,34,782.0
1450,2.0,1.0,1.0,1.0,46.51,41.29,南 北,其他,70年,高楼层,9.0,暂无数据,塔楼,2000,钢混结构,一梯六户,无,暂无数据,商品房,普通住宅,暂无数据,305.0,65578,320.0,93.0,0,0,1,93.0
1451,4.0,2.0,0.0,1.0,98.06,98.06,北,其他,70年,底楼层,1.0,暂无数据,塔楼,2000,未知结构,一梯四户,暂无数据,暂无数据,商品房,普通住宅,暂无数据,413.0,42118,415.0,14.0,0,0,0,14.0
1452,3.0,1.0,1.0,1.0,64.22,64.22,西南,其他,70年,中楼层,8.0,暂无数据,塔楼,2008,钢混结构,一梯四户,无,暂无数据,商品房,普通住宅,暂无数据,189.5,29508,190.0,139.0,0,0,7,139.0
1453,1.0,1.0,1.0,1.0,45.87,45.87,南,简装,70年,高楼层,8.0,暂无数据,塔楼,2008,钢混结构,一梯四户,无,暂无数据,商品房,普通住宅,暂无数据,116.5,25398,120.0,1365.0,0,0,89,1365.0
1454,2.0,0.0,1.0,1.0,37.0,37.0,南 北,简装,70年,高楼层,9.0,暂无数据,塔楼,2000,未知结构,一梯四户,暂无数据,暂无数据,商品房,普通住宅,暂无数据,207.0,55946,210.0,1387.0,0,0,6,1387.0
1455,2.0,2.0,1.0,2.0,74.99,74.99,东南,简装,70年,底楼层,1.0,暂无数据,塔楼,2003,钢混结构,三梯七户,有,暂无数据,商品房,普通住宅,暂无数据,299.0,39872,305.0,1079.0,0,0,14,1079.0
1456,1.0,0.0,0.0,1.0,43.89,34.06,东北,精装,70年,底楼层,1.0,暂无数据,塔楼,2004,钢混结构,三梯十四户,有,满五年,商品房,普通住宅,暂无数据,160.0,36455,165.0,2058.0,1,0,39,2058.0
1457,3.0,2.0,1.0,2.0,105.17,105.17,东,简装,70年,底楼层,1.0,暂无数据,塔楼,2000,钢混结构,一梯四户,有,满五年,商品房,普通住宅,暂无数据,473.0,44975,505.0,1031.0,1,0,11,1031.0
1458,3.0,2.0,1.0,1.0,123.88,123.88,南,其他,70年,底楼层,1.0,暂无数据,塔楼,2000,钢混结构,两梯三户,有,暂无数据,商品房,普通住宅,暂无数据,492.0,39716,492.0,844.0,1,0,7,844.0
1459,2.0,2.0,1.0,1.0,62.51,62.51,南,其他,70年,中楼层,9.0,暂无数据,塔楼,1995,钢混结构,一梯四户,无,暂无数据,商品房,普通住宅,暂无数据,195.0,31196,200.0,673.0,0,0,8,673.0
1460,2.0,2.0,1.0,1.0,78.0,78.0,东南,精装,70年,低楼层,6.0,暂无数据,板楼,2006,钢混结构,一梯两户,无,暂无数据,商品房,普通住宅,暂无数据,296.0,37949,300.0,1019.0,0,0,10,1019.0
1461,6.0,3.0,1.0,3.0,288.72,288.72,北,其他,70年,底楼层,1.0,暂无数据,塔楼,2008,钢混结构,两梯六户,有,满五年,商品房,普通住宅,暂无数据,833.0,28852,980.0,3268.0,1,0,16,3268.0
1462,2.0,1.0,0.0,1.0,89.0,89.0,南,其他,70年,底楼层,1.0,暂无数据,塔楼,2013,钢混结构,两梯五户,有,暂无数据,商品房,普通住宅,暂无数据,136.0,15281,73.0,192.0,0,0,2,192.0
1463,3.0,2.0,1.0,2.0,115.68,115.68,南 北,精装,70年,中楼层,8.0,暂无数据,塔楼,1998,钢混结构,一梯三户,无,暂无数据,商品房,普通住宅,暂无数据,315.0,27231,330.0,427.0,0,0,4,427.0
1464,2.0,2.0,1.0,1.0,86.0,86.0,东北,简装,70年,底楼层,1.0,暂无数据,塔楼,2004,钢混结构,三梯八户,有,暂无数据,商品房,普通住宅,暂无数据,580.0,67442,610.0,3093.0,1,0,40,3093.0
1465,2.0,1.0,1.0,1.0,71.0,71.0,东,简装,70年,高楼层,9.0,暂无数据,塔楼,1999,钢混结构,一梯四户,无,暂无数据,商品房,普通住宅,暂无数据,180.0,25353,185.0,851.0,0,0,26,851.0
1466,2.0,2.0,1.0,1.0,62.0,62.0,南,其他,70年,低楼层,8.0,暂无数据,塔楼,1997,钢混结构,一梯七户,无,暂无数据,商品房,普通住宅,暂无数据,212.5,34275,212.5,774.0,1,0,7,774.0
1467,4.0,2.0,1.0,2.0,123.4,123.4,南,其他,70年,底楼层,1.0,暂无数据,塔楼,2000,钢混结构,两梯六户,有,暂无数据,商品房,普通住宅,暂无数据,263.0,21313,385.0,1274.0,0,0,18,1274.0
1468,1.0,1.0,1.0,1.0,41.0,41.0,南 北,其他,70年,低楼层,7.0,暂无数据,塔楼,2008,钢混结构,一梯两户,无,暂无数据,商品房,普通住宅,暂无数据,120.0,29269,120.0,2433.0,1,0,24,2433.0
1469,2.0,1.0,1.0,1.0,67.16,62.0,南,其他,70年,中楼层,8.0,暂无数据,塔楼,2008,钢混结构,一梯四户,无,暂无数据,商品房,普通住宅,暂无数据,193.0,28738,200.0,800.0,1,0,2,800.0
1470,2.0,1.0,1.0,1.0,68.1,68.1,东北,简装,70年,高楼层,7.0,暂无数据,塔楼,1998,钢混结构,一梯四户,无,暂无数据,商品房,普通住宅,暂无数据,201.2,29545,206.0,1376.0,1,0,36,1376.0
1471,3.0,2.0,1.0,1.0,81.6,81.6,东南,其他,70年,底楼层,1.0,暂无数据,塔楼,2004,钢混结构,一梯七户,暂无数据,暂无数据,商品房,普通住宅,暂无数据,163.8,20074,169.8,291.0,1,0,7,291.0
1472,2.0,1.0,1.0,1.0,50.0,50.0,西南,其他,70年,中楼层,9.0,暂无数据,塔楼,2000,钢混结构,一梯八户,无,暂无数据,商品房,普通住宅,暂无数据,82.0,16400,85.0,86.0,0,0,19,86.0
1473,2.0,2.0,1.0,1.0,53.24,48.1,东 西,简装,70年,中楼层,7.0,暂无数据,塔楼,2000,未知结构,一梯三户,暂无数据,暂无数据,商品房,普通住宅,暂无数据,150.0,28175,150.0,930.0,0,0,14,930.0
1474,1.0,0.0,1.0,1.0,30.0,30.0,北,其他,70年,低楼层,9.0,暂无数据,塔楼,2000,钢混结构,一梯四户,无,暂无数据,商品房,普通住宅,暂无数据,86.0,28667,88.0,699.0,0,0,34,699.0
1475,2.0,2.0,1.0,1.0,66.0,66.0,东南,其他,70年,高楼层,9.0,暂无数据,塔楼,1993,钢混结构,一梯八户,有,暂无数据,商品房,普通住宅,暂无数据,176.0,26667,178.0,660.0,0,0,10,660.0
1476,1.0,1.0,1.0,1.0,36.0,35.0,南 北,其他,70年,高楼层,7.0,暂无数据,塔楼,2008,钢混结构,一梯四户,无,暂无数据,商品房,普通住宅,暂无数据,105.0,29167,106.0,378.0,0,0,14,378.0
1477,2.0,2.0,1.0,1.0,65.38,65.38,南,其他,70年,底楼层,1.0,暂无数据,塔楼,2004,钢混结构,两梯八户,有,暂无数据,商品房,普通住宅,暂无数据,247.0,37780,247.0,371.0,0,0,22,371.0
1478,1.0,1.0,1.0,1.0,43.21,43.21,南,简装,70年,高楼层,7.0,暂无数据,塔楼,2001,钢混结构,一梯四户,无,暂无数据,商品房,普通住宅,暂无数据,114.0,26383,115.0,899.0,1,0,55,899.0
1479,3.0,2.0,1.0,1.0,94.25,94.25,东,其他,70年,中楼层,9.0,暂无数据,塔楼,1999,钢混结构,两梯八户,有,暂无数据,商品房,普通住宅,暂无数据,270.0,28648,285.0,732.0,0,0,4,732.0
1480,2.0,2.0,1.0,2.0,95.32,95.32,西北,其他,70年,底楼层,1.0,暂无数据,塔楼,2000,钢混结构,两梯五户,有,暂无数据,商品房,普通住宅,暂无数据,255.0,26752,258.0,2315.0,1,0,11,2315.0
1481,1.0,0.0,1.0,1.0,21.31,21.31,南,简装,70年,低楼层,6.0,暂无数据,塔楼,2000,钢混结构,一梯六户,无,暂无数据,商品房,普通住宅,暂无数据,80.0,37542,83.0,2697.0,0,0,125,2697.0
1482,3.0,1.0,1.0,2.0,98.0,98.0,南 北,其他,70年,底楼层,1.0,暂无数据,塔楼,2000,钢混结构,一梯两户,暂无数据,暂无数据,商品房,普通住宅,暂无数据,425.0,43368,450.0,586.0,0,0,1,586.0
1483,3.0,2.0,1.0,3.0,158.08,158.08,东南,简装,70年,中楼层,4.0,暂无数据,板楼,2000,未知结构,一梯一户,暂无数据,暂无数据,商品房,普通住宅,暂无数据,730.0,46180,790.0,90.0,0,0,1,90.0
1484,2.0,1.0,1.0,1.0,52.32,52.32,东南,其他,70年,高楼层,8.0,暂无数据,塔楼,1999,钢混结构,一梯八户,无,暂无数据,商品房,普通住宅,暂无数据,118.0,22554,125.0,3818.0,1,0,132,3818.0
1485,3.0,1.0,1.0,1.0,87.0,87.0,东南,其他,70年,底楼层,1.0,暂无数据,塔楼,2000,钢混结构,一梯六户,暂无数据,暂无数据,商品房,普通住宅,暂无数据,160.0,18391,176.0,4951.0,1,0,78,4951.0
1486,2.0,1.0,1.0,1.0,54.0,54.0,南,其他,70年,高楼层,6.0,暂无数据,塔楼,2000,钢混结构,一梯两户,无,暂无数据,商品房,普通住宅,暂无数据,255.0,47223,260.0,2364.0,1,0,41,2364.0
1487,3.0,1.0,1.0,1.0,94.0,94.0,北,其他,70年,底楼层,1.0,暂无数据,塔楼,2009,钢混结构,两梯六户,有,暂无数据,商品房,普通住宅,暂无数据,267.5,28458,270.0,596.0,0,0,13,596.0
1488,2.0,1.0,1.0,1.0,85.0,85.0,南,其他,70年,底楼层,1.0,暂无数据,塔楼,1999,钢混结构,一梯四户,有,暂无数据,商品房,普通住宅,暂无数据,291.0,34236,305.0,963.0,1,0,7,963.0
1489,2.0,1.0,1.0,1.0,42.04,36.83,北,其他,70年,高楼层,9.0,暂无数据,塔楼,1997,钢混结构,一梯五户,无,暂无数据,商品房,普通住宅,暂无数据,125.0,29734,125.0,1156.0,0,0,91,1156.0
1490,3.0,1.0,1.0,1.0,93.0,93.0,东南,其他,70年,底楼层,1.0,暂无数据,塔楼,2000,钢混结构,两梯四户,有,暂无数据,商品房,普通住宅,暂无数据,402.5,43280,450.0,315.0,0,0,3,315.0
1491,2.0,1.0,1.0,1.0,41.6,41.6,北,其他,70年,高楼层,9.0,暂无数据,塔楼,1997,钢混结构,一梯八户,无,暂无数据,商品房,普通住宅,暂无数据,105.0,25241,105.0,2536.0,1,0,54,2536.0
1492,3.0,2.0,1.0,2.0,93.63,93.63,北,其他,70年,底楼层,1.0,暂无数据,塔楼,2005,钢混结构,两梯六户,有,暂无数据,商品房,普通住宅,暂无数据,400.0,42722,420.0,2511.0,1,0,27,2511.0
1493,2.0,2.0,1.0,1.0,79.89,79.89,北,其他,70年,底楼层,1.0,暂无数据,塔楼,2012,钢混结构,两梯六户,有,暂无数据,商品房,普通住宅,暂无数据,112.0,14020,115.0,860.0,1,0,20,860.0
1494,2.0,2.0,1.0,1.0,91.0,70.5,南 北,其他,70年,底楼层,1.0,暂无数据,塔楼,2011,钢混结构,一梯四户,有,满五年,商品房,普通住宅,暂无数据,198.0,21759,205.0,2070.0,1,0,16,2070.0
1495,2.0,1.0,1.0,1.0,74.0,74.0,东,简装,70年,中楼层,9.0,暂无数据,塔楼,1990,钢混结构,一梯四户,无,暂无数据,商品房,普通住宅,暂无数据,218.0,29460,220.0,3084.0,0,0,31,3084.0
1496,3.0,1.0,1.0,1.0,95.43,86.22,东南,简装,70年,高楼层,7.0,暂无数据,塔楼,1994,钢混结构,一梯两户,无,满五年,商品房,普通住宅,暂无数据,249.5,26145,250.0,768.0,0,0,13,768.0
1497,2.0,1.0,1.0,1.0,88.8,88.8,西,简装,70年,底楼层,1.0,暂无数据,塔楼,2001,钢混结构,两梯八户,有,暂无数据,商品房,普通住宅,暂无数据,231.3,26048,250.0,273.0,0,0,1,273.0
1498,3.0,1.0,1.0,1.0,85.0,85.0,东北,精装,70年,中楼层,9.0,暂无数据,塔楼,2000,钢混结构,一梯七户,有,满五年,商品房,普通住宅,暂无数据,308.0,36236,315.0,1705.0,1,0,10,1705.0
1499,2.0,2.0,1.0,1.0,70.0,70.0,北,其他,70年,底楼层,1.0,暂无数据,塔楼,2000,钢混结构,一梯四户,有,暂无数据,商品房,普通住宅,暂无数据,172.0,24572,175.0,830.0,0,0,25,830.0
1500,1.0,1.0,1.0,1.0,44.41,44.41,东,其他,70年,低楼层,9.0,暂无数据,塔楼,2000,钢混结构,一梯九户,无,暂无数据,商品房,普通住宅,暂无数据,150.0,33777,155.0,830.0,1,0,33,830.0
1501,2.0,1.0,1.0,1.0,65.74,59.47,东南,其他,70年,中楼层,9.0,暂无数据,塔楼,2005,钢混结构,一梯四户,无,暂无数据,商品房,普通住宅,暂无数据,240.0,36508,240.0,168.0,0,0,17,168.0
1502,3.0,2.0,1.0,2.0,148.0,148.0,北,其他,70年,底楼层,1.0,暂无数据,塔楼,2011,钢混结构,两梯五户,有,暂无数据,商品房,普通住宅,暂无数据,500.0,33784,580.0,2500.0,1,0,16,2500.0
1503,3.0,1.0,1.0,1.0,63.0,63.0,南,简装,70年,中楼层,7.0,暂无数据,塔楼,2000,钢混结构,一梯两户,暂无数据,暂无数据,商品房,普通住宅,暂无数据,205.0,32540,210.0,2705.0,1,0,85,2705.0
1504,2.0,1.0,1.0,1.0,67.0,67.0,北,其他,70年,底楼层,1.0,暂无数据,塔楼,2001,钢混结构,一梯六户,有,暂无数据,商品房,普通住宅,暂无数据,336.5,50224,360.0,115.0,0,0,0,115.0
1505,2.0,1.0,1.0,1.0,64.01,64.01,南 北,其他,70年,底楼层,1.0,暂无数据,塔楼,2002,钢混结构,一梯六户,有,暂无数据,商品房,普通住宅,暂无数据,220.0,34370,225.0,224.0,1,0,2,224.0
1506,2.0,2.0,1.0,1.0,80.88,80.88,东北,简装,70年,底楼层,1.0,暂无数据,塔楼,2008,钢混结构,两梯六户,有,暂无数据,商品房,普通住宅,暂无数据,210.0,25965,225.0,3486.0,1,0,63,3486.0
1507,2.0,2.0,1.0,1.0,80.0,80.0,北,其他,70年,底楼层,1.0,暂无数据,塔楼,2013,钢混结构,三梯八户,有,暂无数据,商品房,普通住宅,暂无数据,315.0,39375,320.0,1996.0,1,0,11,1996.0
1508,3.0,2.0,1.0,1.0,84.0,84.0,南,简装,70年,高楼层,8.0,暂无数据,塔楼,1996,钢混结构,一梯四户,无,暂无数据,商品房,普通住宅,暂无数据,224.0,26667,230.0,621.0,0,0,11,621.0
1509,2.0,2.0,1.0,1.0,83.41,64.45,南,其他,70年,底楼层,1.0,暂无数据,塔楼,2000,钢混结构,一梯四户,暂无数据,暂无数据,商品房,普通住宅,暂无数据,233.0,27935,240.0,667.0,0,0,7,667.0
1510,3.0,1.0,1.0,2.0,99.0,99.0,南,其他,70年,底楼层,1.0,暂无数据,塔楼,2013,钢混结构,三梯八户,有,暂无数据,商品房,普通住宅,暂无数据,480.0,48485,495.0,1089.0,1,0,10,1089.0
1511,2.0,1.0,1.0,1.0,63.9,63.9,南,简装,70年,底楼层,1.0,暂无数据,塔楼,2000,钢混结构,一梯十户,有,暂无数据,商品房,普通住宅,暂无数据,155.0,24257,160.0,471.0,0,0,39,471.0
1512,3.0,2.0,1.0,2.0,113.0,113.0,东南,其他,70年,底楼层,1.0,平层,塔楼,2008,钢混结构,两梯四户,有,暂无数据,商品房,普通住宅,暂无数据,455.0,40266,455.0,4773.0,1,0,4,4773.0
1513,1.0,1.0,1.0,1.0,39.78,39.78,东南,精装,70年,高楼层,9.0,暂无数据,塔楼,1997,钢混结构,一梯六户,无,暂无数据,商品房,普通住宅,暂无数据,128.0,32177,130.0,1718.0,1,0,79,1718.0
1514,1.0,1.0,1.0,1.0,35.78,35.78,南 北,简装,70年,底楼层,1.0,平层,塔楼,2000,钢混结构,两梯六户,有,暂无数据,商品房,普通住宅,暂无数据,160.0,44718,170.0,902.0,0,0,21,902.0
1515,1.0,1.0,0.0,0.0,17.0,17.0,暂无数据,其他,70年,中楼层,9.0,平层,塔楼,2000,钢混结构,一梯八户,无,暂无数据,商品房,普通住宅,暂无数据,59.0,34706,40.0,213.0,0,0,2,213.0
1516,2.0,2.0,1.0,1.0,78.0,78.0,西南,其他,70年,底楼层,1.0,暂无数据,塔楼,2006,钢混结构,两梯四户,有,暂无数据,商品房,普通住宅,暂无数据,298.0,38206,310.0,890.0,0,0,10,890.0
1517,1.0,1.0,1.0,1.0,83.09,83.09,东南,精装,70年,底楼层,1.0,暂无数据,塔楼,2010,钢混结构,四梯八户,有,暂无数据,商品房,普通住宅,暂无数据,450.0,54159,690.0,90.0,0,0,5,90.0
1518,2.0,2.0,1.0,1.0,64.06,64.06,西,其他,70年,高楼层,7.0,暂无数据,塔楼,1996,钢混结构,一梯四户,无,暂无数据,商品房,普通住宅,暂无数据,107.0,16704,110.0,1116.0,0,0,94,1116.0
1519,1.0,0.0,1.0,1.0,28.0,28.0,西,简装,70年,底楼层,1.0,暂无数据,塔楼,2003,钢混结构,两梯七户,有,暂无数据,商品房,普通住宅,暂无数据,120.0,42858,126.0,953.0,0,0,24,953.0
1520,1.0,1.0,1.0,1.0,48.35,48.35,北,其他,70年,高楼层,7.0,暂无数据,塔楼,2000,钢混结构,一梯五户,暂无数据,暂无数据,商品房,普通住宅,暂无数据,103.0,21303,108.0,1690.0,1,0,36,1690.0
1521,2.0,1.0,1.0,1.0,43.0,43.0,东南,其他,70年,高楼层,8.0,暂无数据,塔楼,2000,钢混结构,一梯三户,无,暂无数据,商品房,普通住宅,暂无数据,125.0,29070,139.0,918.0,1,0,88,918.0
1522,2.0,1.0,1.0,1.0,50.03,50.03,北,精装,70年,高楼层,9.0,暂无数据,塔楼,1998,钢混结构,一梯四户,无,满五年,商品房,普通住宅,暂无数据,188.0,37578,190.0,231.0,0,0,4,231.0
1523,3.0,2.0,1.0,1.0,81.85,68.87,北,其他,70年,底楼层,1.0,暂无数据,塔楼,2002,钢混结构,两梯六户,有,暂无数据,商品房,普通住宅,暂无数据,314.0,38363,323.0,946.0,0,0,24,946.0
1524,1.0,0.0,1.0,1.0,44.52,44.52,北,其他,70年,底楼层,1.0,暂无数据,塔楼,2013,钢混结构,两梯八户,有,暂无数据,商品房,普通住宅,暂无数据,58.0,13028,60.0,556.0,1,0,14,556.0
1525,3.0,2.0,1.0,2.0,101.0,101.0,东北,其他,70年,底楼层,1.0,平层,塔楼,2000,钢混结构,两梯十二户,有,暂无数据,商品房,普通住宅,暂无数据,263.0,26040,268.0,178.0,0,0,8,178.0
1526,3.0,1.0,1.0,1.0,66.64,66.64,东南,其他,70年,中楼层,8.0,暂无数据,塔楼,2000,钢结构,一梯两户,无,暂无数据,商品房,普通住宅,暂无数据,232.0,34814,237.0,889.0,1,0,27,889.0
1527,2.0,1.0,1.0,1.0,76.0,76.0,南,其他,70年,高楼层,7.0,暂无数据,塔楼,1995,钢混结构,一梯两户,无,暂无数据,商品房,普通住宅,暂无数据,126.0,16579,130.0,82.0,0,0,5,82.0
1528,2.0,1.0,1.0,1.0,69.2,69.2,北,精装,70年,高楼层,7.0,暂无数据,塔楼,1999,钢混结构,一梯四户,无,暂无数据,商品房,普通住宅,暂无数据,196.0,28324,200.0,5.0,0,0,0,5.0
1529,3.0,2.0,1.0,2.0,161.02,161.02,西,其他,70年,底楼层,1.0,暂无数据,塔楼,2001,钢混结构,两梯四户,有,暂无数据,商品房,普通住宅,暂无数据,960.0,59620,980.0,68.0,0,0,1,68.0
1530,2.0,2.0,1.0,1.0,82.0,82.0,北,其他,70年,底楼层,1.0,暂无数据,塔楼,2002,钢混结构,三梯九户,有,暂无数据,商品房,普通住宅,暂无数据,310.0,37805,315.0,747.0,1,0,1,747.0
1531,2.0,2.0,1.0,1.0,76.89,76.89,南,其他,70年,底楼层,1.0,暂无数据,塔楼,2000,钢混结构,两梯八户,有,满五年,商品房,普通住宅,暂无数据,210.0,27312,220.0,338.0,1,0,12,338.0
1532,2.0,1.0,1.0,1.0,76.0,76.0,北,其他,70年,低楼层,6.0,暂无数据,板楼,2000,钢混结构,一梯四户,无,满两年,商品房,普通住宅,暂无数据,152.5,20066,155.0,5833.0,1,0,98,5833.0
1533,1.0,1.0,1.0,1.0,34.0,34.0,北,精装,70年,底楼层,1.0,暂无数据,塔楼,2007,钢混结构,两梯八户,有,暂无数据,商品房,普通住宅,暂无数据,153.5,45148,155.0,1556.0,1,0,6,1556.0
1534,4.0,3.0,1.0,3.0,215.33,208.98,南 北,其他,70年,低楼层,1.0,暂无数据,暂无数据,2000,钢混结构,一梯一户,暂无数据,暂无数据,商品房,别墅,暂无数据,430.0,19970,450.0,173.0,0,0,2,173.0
1535,2.0,1.0,1.0,1.0,84.67,84.67,南,其他,70年,底楼层,1.0,平层,塔楼,2012,钢混结构,三梯六户,有,暂无数据,商品房,普通住宅,暂无数据,372.0,43936,380.0,6563.0,1,0,44,6563.0
1536,2.0,1.0,1.0,1.0,62.14,62.14,北,其他,70年,底楼层,1.0,暂无数据,塔楼,2012,钢混结构,五梯四十户,有,暂无数据,商品房,普通住宅,暂无数据,245.0,39428,270.0,2981.0,1,0,60,2981.0
1537,2.0,1.0,1.0,1.0,37.58,37.58,东北,简装,70年,高楼层,9.0,暂无数据,塔楼,1999,钢混结构,一梯八户,无,暂无数据,商品房,普通住宅,暂无数据,120.0,31932,120.0,1348.0,1,0,169,1348.0
